freq_Hz,Re_Z_ohm,Im_Z_ohm,mag_Z_ohm,phase_deg
1.000000e+05,2.157986e-02,-1.576133e+01,1.576135e+01,-89.9216
1.029201e+05,2.157341e-02,-1.531400e+01,1.531402e+01,-89.9193
1.059254e+05,2.156732e-02,-1.487938e+01,1.487939e+01,-89.9170
1.090184e+05,2.156157e-02,-1.445709e+01,1.445710e+01,-89.9145
1.122018e+05,2.155614e-02,-1.404678e+01,1.404680e+01,-89.9121
1.154782e+05,2.155102e-02,-1.364813e+01,1.364815e+01,-89.9095
1.188502e+05,2.154618e-02,-1.326079e+01,1.326081e+01,-89.9069
1.223207e+05,2.154162e-02,-1.288445e+01,1.288447e+01,-89.9042
1.258925e+05,2.153731e-02,-1.251879e+01,1.251881e+01,-89.9014
1.295687e+05,2.153325e-02,-1.216351e+01,1.216353e+01,-89.8986
1.333521e+05,2.152941e-02,-1.181831e+01,1.181833e+01,-89.8956
1.372461e+05,2.152578e-02,-1.148291e+01,1.148293e+01,-89.8926
1.412538e+05,2.152236e-02,-1.115702e+01,1.115704e+01,-89.8895
1.453784e+05,2.151914e-02,-1.084039e+01,1.084041e+01,-89.8863
1.496236e+05,2.151609e-02,-1.053274e+01,1.053276e+01,-89.8830
1.539927e+05,2.151321e-02,-1.023382e+01,1.023384e+01,-89.8796
1.584893e+05,2.151050e-02,-9.943385e+00,9.943408e+00,-89.8761
1.631173e+05,2.150793e-02,-9.661190e+00,9.661214e+00,-89.8724
1.678804e+05,2.150551e-02,-9.387002e+00,9.387027e+00,-89.8687
1.727826e+05,2.150323e-02,-9.120594e+00,9.120620e+00,-89.8649
1.778279e+05,2.150107e-02,-8.861745e+00,8.861771e+00,-89.8610
1.830206e+05,2.149903e-02,-8.610241e+00,8.610268e+00,-89.8569
1.883649e+05,2.149711e-02,-8.365872e+00,8.365899e+00,-89.8528
1.938653e+05,2.149530e-02,-8.128436e+00,8.128464e+00,-89.8485
1.995262e+05,2.149359e-02,-7.897736e+00,7.897765e+00,-89.8441
2.053525e+05,2.149197e-02,-7.673581e+00,7.673611e+00,-89.8395
2.113489e+05,2.149044e-02,-7.455785e+00,7.455816e+00,-89.8349
2.175204e+05,2.148900e-02,-7.244168e+00,7.244200e+00,-89.8300
