freq_Hz,relerr_A,relerr_B,relerr_C_unw,relerr_D_weighted
5.346885e+08,9.294661e-01,8.529519e-02,1.889400e-03,8.387590e-03
5.591730e+08,9.323117e-01,8.378944e-02,1.781541e-03,8.465105e-03
5.847788e+08,9.350193e-01,8.235244e-02,1.677461e-03,8.536408e-03
6.115570e+08,9.375843e-01,8.098229e-02,1.577394e-03,8.601141e-03
6.395615e+08,9.400021e-01,7.967708e-02,1.481537e-03,8.658942e-03
6.688484e+08,9.422684e-01,7.843493e-02,1.390046e-03,8.709443e-03
6.994765e+08,9.443787e-01,7.725398e-02,1.303041e-03,8.752274e-03
7.315070e+08,9.463291e-01,7.613239e-02,1.220603e-03,8.787055e-03
7.650043e+08,9.481154e-01,7.506836e-02,1.142776e-03,8.813398e-03
8.000355e+08,9.497339e-01,7.406016e-02,1.069570e-03,8.830898e-03
8.366708e+08,9.511807e-01,7.310611e-02,1.000962e-03,8.839134e-03
8.749838e+08,9.524522e-01,7.220463e-02,9.369007e-04,8.837661e-03
9.150511e+08,9.535445e-01,7.135428e-02,8.773042e-04,8.826004e-03
9.569533e+08,9.544537e-01,7.055380e-02,8.220652e-04,8.803653e-03
1.000774e+09,9.551755e-01,6.980215e-02,7.710520e-04,8.770056e-03
1.046602e+09,9.557054e-01,6.909859e-02,7.241096e-04,8.724609e-03
1.094528e+09,9.560383e-01,6.844275e-02,6.810619e-04,8.666649e-03
1.144649e+09,9.561685e-01,6.783475e-02,6.417126e-04,8.595451e-03
1.197065e+09,9.560893e-01,6.727529e-02,6.058470e-04,8.510210e-03
1.251881e+09,9.557935e-01,6.676580e-02,5.732338e-04,8.410039e-03
1.309207e+09,9.552723e-01,6.630862e-02,5.436268e-04,8.293955e-03
1.369159e+09,9.545161e-01,6.590719e-02,5.167676e-04,8.160874e-03
1.431855e+09,9.535135e-01,6.556630e-02,4.923883e-04,8.009595e-03
1.497423e+09,9.522516e-01,6.529237e-02,4.702144e-04,7.838791e-03
1.565993e+09,9.507158e-01,6.509377e-02,4.499685e-04,7.647002e-03
1.637704e+09,9.488892e-01,6.498124e-02,4.313734e-04,7.432616e-03
1.712697e+09,9.467527e-01,6.496834e-02,4.141553e-04,7.193867e-03
1.791126e+09,9.442847e-01,6.507194e-02,3.980464e-04,6.928816e-03
1.873145e+09,9.414608e-01,6.531285e-02,3.827872e-04,6.635346e-03
1.958920e+09,9.382535e-01,6.571642e-02,3.681280e-04,6.311154e-03
2.048624e+09,9.346316e-01,6.631322e-02,3.538303e-04,5.953742e-03
2.142435e+09,9.305603e-01,6.713978e-02,3.396662e-04,5.560419e-03
2.240541e+09,9.260006e-01,6.823924e-02,3.254194e-04,5.128309e-03
2.343140e+09,9.209089e-01,6.966204e-02,3.108840e-04,4.654368e-03
2.450438e+09,9.152367e-01,7.146651e-02,2.958649e-04,4.135418e-03
2.562649e+09,9.089297e-01,7.371940e-02,2.801770e-04,3.568227e-03
2.679998e+09,9.019284e-01,7.649642e-02,2.636465e-04,2.949635e-03
2.802721e+09,8.941670e-01,7.988268e-02,2.461132e-04,2.276848e-03
2.931063e+09,8.855737e-01,8.397352e-02,2.274348e-04,1.548310e-03
3.065283e+09,8.760711e-01,8.887547e-02,2.074974e-04,7.690720e-04
3.205649e+09,8.655770e-01,9.470796e-02,1.862335e-04,2.315313e-04
3.352442e+09,8.540066e-01,1.016059e-01,1.636582e-04,1.047559e-03
3.505958e+09,8.412761e-01,1.097230e-01,1.399440e-04,2.010624e-03
3.666503e+09,8.273095e-01,1.192376e-01,1.155879e-04,3.028906e-03
3.834400e+09,8.120503e-01,1.303585e-01,9.182092e-05,4.082660e-03
4.009986e+09,7.954813e-01,1.433349e-01,7.163486e-05,5.144208e-03
4.193612e+09,7.776575e-01,1.584684e-01,6.134128e-05,6.168626e-03
4.385646e+09,7.587628e-01,1.761287e-01,6.701955e-05,7.082703e-03
4.586474e+09,7.392044e-01,1.967750e-01,8.473327e-05,7.767476e-03
4.796499e+09,7.197708e-01,2.209855e-01,1.054312e-04,8.029546e-03
5.016141e+09,7.018919e-01,2.494965e-01,1.211449e-04,7.555058e-03
5.245841e+09,6.880507e-01,2.832580e-01,1.230860e-04,5.854994e-03
5.486059e+09,6.823821e-01,3.235113e-01,9.856880e-05,2.717742e-03
5.737278e+09,6.914040e-01,3.718983e-01,3.062035e-05,7.208352e-03
6.000000e+09,7.246034e-01,4.306153e-01,1.304835e-04,2.171989e-02
